IMAGE_FILENAME,INSECT_ID,DATASET,DPI,DRYMASS_MG,SPLIT,SPLIT_OLD,IS_VALID,w_estimate,nl_estimate,NOTES,ORIGINAL_IMAGE_FILENAME,SCALE,ROI_SIZE_MM,BF_cbrMG_MM,NON_TRANSPARENT_PIXELS,AREA_MM2,BF_PRED
00_data/02_resized/EntoScan/crop_2025-05-07_001_A5_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_A5,EntoScan,3200.0,0.09,val,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_A5_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.651162790697675,2.7305,0.16412396068695,49053,3.09053061328125,0.20860245823860168
00_data/02_resized/EntoScan/crop_2025-05-07_001_A5_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_A5,EntoScan,3200.0,0.09,val,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_A5_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.666666666666667,2.667,0.168031674036639,42948,2.705891765625,0.2077668458223343
00_data/02_resized/EntoScan/crop_2025-05-07_001_A5_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_A5,EntoScan,3200.0,0.09,val,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_A5_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.670658682634731,2.651125,0.169037851725481,39737,2.50358622265625,0.2023553103208542
00_data/02_resized/EntoScan/crop_2025-05-07_001_A5_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_A5,EntoScan,3200.0,0.09,val,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_A5_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.751677852348993,2.365375,0.1894585317997,34536,2.17590290625,0.22323521971702576
00_data/02_resized/EntoScan/crop_2025-05-07_001_A6_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_A6,EntoScan,3200.0,0.14,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_A6_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.454361054766734,3.9131875,0.132692187682065,99032,6.23940284375,0.13248126208782196
00_data/02_resized/EntoScan/crop_2025-05-07_001_A6_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_A6,EntoScan,3200.0,0.14,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_A6_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.489082969432314,3.635375,0.142832420365192,83632,5.2691426875,0.1329232007265091
00_data/02_resized/EntoScan/crop_2025-05-07_001_A6_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_A6,EntoScan,3200.0,0.14,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_A6_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.43921568627451,4.048125,0.128269114759329,82470,5.1959321484375,0.11691036820411682
00_data/02_resized/EntoScan/crop_2025-05-07_001_A6_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_A6,EntoScan,3200.0,0.14,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_A6_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.424242424242424,4.191,0.123896304028898,83709,5.27399398828125,0.12263739109039307
00_data/02_resized/EntoScan/crop_2025-05-07_001_B1_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_B1,EntoScan,3200.0,4.38,test,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_B1_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.247787610619469,7.1755,0.228019786514969,459724,28.964407796875,0.22564935684204102
00_data/02_resized/EntoScan/crop_2025-05-07_001_B1_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_B1,EntoScan,3200.0,4.38,test,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_B1_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.235789473684211,7.540625,0.216978828431086,459735,28.9651008398438,0.21139317750930786
00_data/02_resized/EntoScan/crop_2025-05-07_001_B1_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_B1,EntoScan,3200.0,4.38,test,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_B1_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.221343873517787,8.03275,0.203685659100328,457472,28.822523,0.19270293414592743
00_data/02_resized/EntoScan/crop_2025-05-07_001_B1_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_B1,EntoScan,3200.0,4.38,test,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_B1_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.240343347639485,7.39775,0.221169406662588,447933,28.2215287382813,0.2127033919095993
00_data/02_resized/EntoScan/crop_2025-05-07_001_B2_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_B2,EntoScan,3200.0,0.12,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_B2_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.434108527131783,4.09575,0.120427861775278,92755,5.84392732421875,0.12200622260570526
00_data/02_resized/EntoScan/crop_2025-05-07_001_B2_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_B2,EntoScan,3200.0,0.12,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_B2_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.484848484848485,3.667125,0.134503845619141,76768,4.836683875,0.13074293732643127
00_data/02_resized/EntoScan/crop_2025-05-07_001_B2_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_B2,EntoScan,3200.0,0.12,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_B2_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.457142857142857,3.889375,0.126817911583762,84078,5.2972424296875,0.1217365711927414
00_data/02_resized/EntoScan/crop_2025-05-07_001_B2_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_B2,EntoScan,3200.0,0.12,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_B2_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.43579766536965,4.079875,0.120896452677127,92925,5.85463798828125,0.11326472461223602
00_data/02_resized/EntoScan/crop_2025-05-07_001_B3_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_B3,EntoScan,3200.0,0.28,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_B3_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.464730290456432,3.825875,0.170997029970325,97816,6.16279009375,0.17538484930992126
00_data/02_resized/EntoScan/crop_2025-05-07_001_B3_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_B3,EntoScan,3200.0,0.28,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_B3_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.484848484848485,3.667125,0.178399498800209,96358,6.0709303984375,0.18144860863685608
00_data/02_resized/EntoScan/crop_2025-05-07_001_B3_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_B3,EntoScan,3200.0,0.28,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_B3_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.425855513307985,4.175125,0.156693095904366,98767,6.22270680859375,0.1584421545267105
00_data/02_resized/EntoScan/crop_2025-05-07_001_B3_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_B3,EntoScan,3200.0,0.28,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_B3_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.511415525114155,3.476625,0.188174813802961,85901,5.41209855078125,0.18473979830741882
00_data/02_resized/EntoScan/crop_2025-05-07_001_B4_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_B4,EntoScan,3200.0,2.17,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_B4_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.265402843601896,6.69925,0.193253362746631,315500,19.877732421875,0.18300044536590576
00_data/02_resized/EntoScan/crop_2025-05-07_001_B4_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_B4,EntoScan,3200.0,2.17,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_B4_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.262910798122066,6.76275,0.191438777180935,320181,20.1726537070313,0.18414439260959625
00_data/02_resized/EntoScan/crop_2025-05-07_001_B4_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_B4,EntoScan,3200.0,2.17,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_B4_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.249443207126949,7.127875,0.181632336479016,323822,20.4020509296875,0.1708487719297409
00_data/02_resized/EntoScan/crop_2025-05-07_001_B4_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_B4,EntoScan,3200.0,2.17,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_B4_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.275862068965517,6.44525,0.200869258815464,300388,18.925617390625,0.19093658030033112
00_data/02_resized/EntoScan/crop_2025-05-07_001_B5_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_B5,EntoScan,3200.0,0.13,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_B5_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.551724137931035,3.222625,0.157194740905345,64045,4.03508517578125,0.1557721197605133
00_data/02_resized/EntoScan/crop_2025-05-07_001_B5_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_B5,EntoScan,3200.0,0.13,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_B5_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.557213930348259,3.190875,0.158758867680523,60738,3.8267312578125,0.15867979824543
00_data/02_resized/EntoScan/crop_2025-05-07_001_B5_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_B5,EntoScan,3200.0,0.13,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_B5_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.54368932038835,3.27025,0.154905497105753,65779,4.14433394921875,0.1561829149723053
00_data/02_resized/EntoScan/crop_2025-05-07_001_B5_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_B5,EntoScan,3200.0,0.13,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_B5_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.574358974358974,3.095625,0.163643755916847,52259,3.29252113671875,0.1537906527519226
00_data/02_resized/EntoScan/crop_2025-05-07_001_B6_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_B6,EntoScan,3200.0,0.11,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_B6_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.842105263157895,2.111375,0.226933626525974,38626,2.4335888828125,0.23412874341011047
00_data/02_resized/EntoScan/crop_2025-05-07_001_B6_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_B6,EntoScan,3200.0,0.11,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_B6_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.8,2.2225,0.215586945199675,40790,2.5699293359375,0.21905119717121124
00_data/02_resized/EntoScan/crop_2025-05-07_001_B6_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_B6,EntoScan,3200.0,0.11,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_B6_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.811594202898551,2.19075,0.21871139368083,41327,2.60376243359375,0.2199917435646057
00_data/02_resized/EntoScan/crop_2025-05-07_001_B6_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_B6,EntoScan,3200.0,0.11,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_B6_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.881889763779528,2.016125,0.237654900220115,33166,2.0895875546875,0.21986497938632965
00_data/02_resized/EntoScan/crop_2025-05-07_001_C1_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_C1,EntoScan,3200.0,0.43,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_C1_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.371475953565506,4.7863125,0.157696396010239,164888,10.38858809375,0.15124988555908203
00_data/02_resized/EntoScan/crop_2025-05-07_001_C1_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_C1,EntoScan,3200.0,0.43,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_C1_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.344615384615385,5.159375,0.146293733529499,150411,9.47648054296875,0.14069871604442596
00_data/02_resized/EntoScan/crop_2025-05-07_001_C1_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_C1,EntoScan,3200.0,0.43,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_C1_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.367213114754098,4.841875,0.155886765236351,141670,8.9257633984375,0.14463183283805847
00_data/02_resized/EntoScan/crop_2025-05-07_001_C1_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_C1,EntoScan,3200.0,0.43,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_C1_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.360128617363344,4.937125,0.152879303527611,135850,8.5590806640625,0.14267517626285553
00_data/02_resized/EntoScan/crop_2025-05-07_001_C2_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_C2,EntoScan,3200.0,4.61,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_C2_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.233333333333333,7.62,0.218413093708873,396539,24.9835059804688,0.21298183500766754
00_data/02_resized/EntoScan/crop_2025-05-07_001_C2_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_C2,EntoScan,3200.0,4.61,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_C2_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.237791932059448,7.477125,0.222586592314775,365072,23.0009620625,0.22071130573749542
00_data/02_resized/EntoScan/crop_2025-05-07_001_C2_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_C2,EntoScan,3200.0,4.61,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_C2_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.256880733944954,6.9215,0.240454782064814,310733,19.5773928007813,0.2329668253660202
00_data/02_resized/EntoScan/crop_2025-05-07_001_C2_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_C2,EntoScan,3200.0,4.61,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_C2_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.224448897795591,7.921625,0.210096763487493,383846,24.1837973984375,0.20117001235485077
00_data/02_resized/EntoScan/crop_2025-05-07_001_C3_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_C3,EntoScan,3200.0,1.28,test,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_C3_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.251968503937008,7.0564375,0.153869009204427,250144,15.760049125,0.13853490352630615
00_data/02_resized/EntoScan/crop_2025-05-07_001_C3_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_C3,EntoScan,3200.0,1.28,test,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_C3_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.239316239316239,7.4295,0.146142680750786,252050,15.8801345703125,0.14308981597423553
00_data/02_resized/EntoScan/crop_2025-05-07_001_C3_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_C3,EntoScan,3200.0,1.28,test,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_C3_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.269879518072289,6.588125,0.164806685762332,254142,16.0119387421875,0.16083364188671112
00_data/02_resized/EntoScan/crop_2025-05-07_001_C3_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_C3,EntoScan,3200.0,1.28,test,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_C3_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.264775413711584,6.715125,0.161689774447678,231724,14.599517171875,0.17054837942123413
00_data/02_resized/EntoScan/crop_2025-05-07_001_C4_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_C4,EntoScan,3200.0,4.12,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_C4_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.210922787193974,8.429625,0.190176777291435,504819,31.8055689492188,0.19166676700115204
00_data/02_resized/EntoScan/crop_2025-05-07_001_C4_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_C4,EntoScan,3200.0,4.12,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_C4_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.210922787193974,8.429625,0.190176777291435,559770,35.2676966015625,0.1824628710746765
00_data/02_resized/EntoScan/crop_2025-05-07_001_C4_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_C4,EntoScan,3200.0,4.12,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_C4_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.202348690153568,8.7868125,0.182446013986905,466098,29.3659946953125,0.17338883876800537
00_data/02_resized/EntoScan/crop_2025-05-07_001_C4_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_C4,EntoScan,3200.0,4.12,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_C4_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.209345794392523,8.493125,0.188754894844396,464210,29.2470433203125,0.17870932817459106
00_data/02_resized/EntoScan/crop_2025-05-07_001_C5_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_C5,EntoScan,3200.0,4.9,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_C5_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.198934280639432,8.937625,0.190039216485566,571433,36.0025111601563,0.1868252009153366
00_data/02_resized/EntoScan/crop_2025-05-07_001_C5_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_C5,EntoScan,3200.0,4.9,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_C5_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.204566210045662,8.6915625,0.195419322157761,561829,35.3974216445313,0.19916310906410217
00_data/02_resized/EntoScan/crop_2025-05-07_001_C5_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_C5,EntoScan,3200.0,4.9,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_C5_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.206261510128913,8.620125,0.197038819302714,541126,34.0930517734375,0.1897525042295456
00_data/02_resized/EntoScan/crop_2025-05-07_001_C5_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.jpg,2025-05-07_001_C5,EntoScan,3200.0,4.9,train,train,True,,,,00_data/01_segmented/EntoScan/crop_2025-05-07_001_C5_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,0.206832871652816,8.5963125,0.1975846332066,512178,32.2692146953125,0.1957094520330429
